Index,Call_1,Call_2,Call_3,Call_4,Call_5,Call_6,Call_7,Call_8,Func_Call_1,Func_Call_2,Func_Call_3,Func_Call_4,Deadlock
3381,1,2,1,0,0,3,2,3,2,2,2,2,
3382,0,2,3,2,1,1,0,3,2,2,2,2,
3383,2,2,1,0,3,0,0,1,3,2,2,1,
3384,2,0,2,1,1,1,0,3,2,3,2,1,
3385,1,1,0,1,3,0,1,2,2,4,1,1,
3386,1,3,2,1,3,0,0,2,2,2,2,2,
3387,2,1,0,2,3,3,2,0,2,1,3,2,
3388,3,0,0,0,0,2,1,3,4,1,1,2,
3389,1,2,2,1,0,1,0,3,2,3,2,1,
3390,1,1,2,2,3,2,3,0,1,2,3,2,
3391,3,1,0,3,0,3,2,1,2,2,1,3,
3392,1,3,3,1,0,1,0,3,2,3,0,3,
3393,0,1,3,2,3,0,2,0,3,1,2,2,
3394,0,3,1,0,1,0,0,2,4,2,1,1,
3395,2,0,3,2,3,1,1,1,1,3,2,2,
3396,0,2,3,1,1,3,2,3,1,2,2,3,
3397,1,1,0,0,2,3,1,2,2,3,2,1,
3398,2,1,2,1,1,3,3,0,1,3,2,2,
3399,1,3,2,0,3,2,0,2,2,1,3,2,
3400,3,1,2,3,0,3,0,2,2,1,2,3,
3401,0,1,3,0,2,2,1,1,2,3,2,1,
3402,3,1,0,0,1,0,1,2,3,3,1,1,
3403,0,3,1,2,1,1,3,3,1,3,1,3,
3404,2,0,1,0,1,1,0,3,3,3,1,1,
3405,3,2,0,0,1,0,1,2,3,2,2,1,
3406,2,3,2,1,3,2,0,2,1,1,4,2,
3407,3,3,1,0,0,1,0,3,3,2,0,3,
3408,0,1,2,1,1,3,3,0,2,3,1,2,
3409,2,3,1,0,3,2,0,1,2,2,2,2,
3410,1,0,2,2,3,3,0,1,2,2,2,2,
3411,1,0,0,3,3,2,1,1,2,3,1,2,
3412,1,0,3,0,3,2,1,3,2,2,1,3,
3413,0,0,2,2,2,1,3,1,2,2,3,1,
3414,3,3,0,2,0,2,2,0,3,0,3,2,
3415,2,1,2,0,1,0,3,1,2,3,2,1,
3416,0,3,1,1,1,1,2,0,2,4,1,1,
3417,3,0,3,0,0,1,1,3,3,2,0,3,
3418,0,2,3,0,2,1,0,1,3,2,2,1,
3419,1,3,2,3,2,1,0,0,2,2,2,2,
3420,3,0,3,1,2,1,0,0,3,2,1,2,
3421,2,2,1,0,1,3,2,1,1,3,3,1,
3422,1,0,1,0,3,2,0,3,3,2,1,2,
3423,3,0,3,2,2,1,0,3,2,1,2,3,
3424,1,1,2,2,0,2,0,1,2,3,3,0,
3425,0,3,1,3,2,0,0,1,3,2,1,2,
3426,1,0,0,2,2,2,1,0,3,2,3,0,
3427,0,0,2,2,1,3,3,0,3,1,2,2,
3428,3,0,0,3,0,2,1,2,3,1,2,2,
3429,3,0,1,3,1,3,3,2,1,2,1,4,
3430,3,2,3,0,2,3,1,1,1,2,2,3,
3431,3,1,2,2,1,3,3,0,1,2,2,3,
3432,1,0,3,0,2,1,0,2,3,2,2,1,
3433,1,1,3,3,2,0,1,0,2,3,1,2,
3434,2,1,1,0,1,3,2,2,1,3,3,1,
3435,1,0,0,3,3,3,1,1,2,3,0,3,
3436,3,2,2,1,2,1,0,3,1,2,3,2,
3437,0,2,1,1,3,1,3,0,2,3,1,2,
3438,0,1,1,3,1,2,3,2,1,3,2,2,
3439,0,3,0,0,1,1,3,2,3,2,1,2,
3440,1,2,3,0,3,3,1,1,1,3,1,3,
3441,0,3,3,1,1,0,2,2,2,2,2,2,
3442,2,1,2,1,3,2,1,0,1,3,3,1,
3443,3,3,2,2,1,2,3,0,1,1,3,3,
3444,3,1,1,3,1,3,2,2,0,3,2,3,
3445,3,2,2,2,1,1,3,0,1,2,3,2,
3446,1,3,2,0,2,0,0,1,3,2,2,1,
3447,1,0,2,0,2,1,1,2,2,3,3,0,
3448,2,3,2,1,0,0,3,0,3,1,2,2,
3449,0,3,1,3,3,2,3,1,1,2,1,4,
3450,0,2,2,1,3,0,1,3,2,2,2,2,
3451,3,2,0,1,1,0,2,3,2,2,2,2,
3452,1,2,2,2,0,0,3,1,2,2,3,1,
3453,3,2,1,0,2,3,0,2,2,1,3,2,
3454,3,1,1,2,2,3,2,1,0,3,3,2,
3455,0,2,3,0,2,1,1,1,2,3,2,1,
3456,2,3,0,2,0,1,3,3,2,1,2,3,
3457,0,0,1,1,3,1,0,3,3,3,0,2,
3458,2,0,1,0,0,2,0,3,4,1,2,1,
3459,0,0,1,1,3,1,3,0,3,3,0,2,
3460,0,0,0,3,1,2,3,0,4,1,1,2,
3461,0,2,3,2,1,1,1,3,1,3,2,2,
3462,1,3,3,0,3,2,1,2,1,2,2,3,
3463,3,0,2,3,2,2,1,1,1,2,3,2,
3464,0,1,0,2,3,0,2,1,3,2,2,1,
3465,1,0,0,0,0,3,2,1,4,2,1,1,
3466,0,3,3,1,2,0,2,3,2,1,2,3,
3467,2,3,2,1,1,0,0,2,2,2,3,1,
3468,2,3,0,2,0,0,1,1,3,2,2,1,
3469,0,1,3,2,3,0,1,0,3,2,1,2,
3470,3,3,1,0,2,1,2,3,1,2,2,3,
3471,1,3,2,1,2,2,0,0,2,2,3,1,
3472,1,2,3,0,0,1,1,1,2,4,1,1,
3473,2,3,2,2,1,2,3,0,1,1,4,2,
3474,0,2,1,3,2,3,2,2,1,1,4,2,
3475,3,1,3,0,2,2,1,2,1,2,3,2,
3476,3,1,3,0,1,3,0,1,2,3,0,3,
3477,1,1,1,3,3,0,2,1,1,4,1,2,
3478,0,3,1,0,2,0,0,1,4,2,1,1,
3479,1,2,2,3,2,1,3,2,0,2,4,2,
3480,1,2,0,2,3,1,2,0,2,2,3,1,
3481,3,2,1,0,2,3,0,3,2,1,2,3,
3482,1,2,1,2,0,3,3,1,1,3,2,2,
3483,0,0,1,2,3,2,2,0,3,1,3,1,
3484,2,0,1,0,0,1,0,2,4,2,2,0,
3485,2,0,0,3,3,1,2,0,3,1,2,2,
3486,0,3,0,1,3,2,1,3,2,2,1,3,
3487,0,0,3,1,3,1,1,3,2,3,0,3,
3488,1,0,0,0,2,3,1,2,3,2,2,1,
3489,0,2,0,3,3,0,1,1,3,2,1,2,
3490,2,0,2,3,1,3,3,0,2,1,2,3,
3491,0,0,3,2,1,2,0,0,4,1,2,1,
3492,0,2,0,3,2,1,1,2,2,2,3,1,
3493,3,0,2,1,2,1,0,2,2,2,3,1,
3494,0,1,1,2,2,2,3,3,1,2,3,2,
3495,2,1,2,3,0,2,3,2,1,1,4,2,
3496,1,3,1,0,3,0,0,3,3,2,0,3,
3497,2,3,2,3,3,1,0,0,2,1,2,3,
3498,3,2,1,1,2,3,3,0,1,2,2,3,
3499,0,1,3,2,1,2,1,0,2,3,2,1,
3500,3,2,0,1,2,3,1,2,1,2,3,2,
3501,0,1,3,1,1,3,0,0,3,3,0,2,
3502,3,2,1,0,1,3,2,3,1,2,2,3,
3503,2,0,2,3,3,3,1,0,2,1,2,3,
3504,0,2,1,2,1,1,3,3,1,3,2,2,
3505,2,1,0,1,3,3,3,0,2,2,1,3,
3506,3,1,3,3,2,3,0,1,1,2,1,4,
3507,1,3,1,1,2,2,3,0,1,3,2,2,
3508,2,2,1,3,0,3,2,1,1,2,3,2,
3509,3,2,0,2,2,1,1,0,2,2,3,1,
3510,3,2,1,2,2,1,0,3,1,2,3,2,
3511,2,1,2,0,0,0,1,3,3,2,2,1,
3512,1,1,3,0,2,3,0,1,2,3,1,2,
3513,2,0,3,0,1,2,0,1,3,2,2,1,
3514,2,0,2,0,1,2,3,3,2,1,3,2,
3515,2,3,0,1,1,1,2,0,2,3,2,1,
3516,0,0,2,1,1,3,3,0,3,2,1,2,
3517,3,0,0,0,2,2,3,1,3,1,2,2,
3518,0,1,2,2,3,0,0,3,3,1,2,2,
3519,1,2,3,0,0,0,0,1,4,2,1,1,
3520,0,2,2,0,1,0,3,2,3,1,3,1,
3521,1,3,1,0,2,2,3,2,1,2,3,2,
3522,1,0,2,0,0,2,0,3,4,1,2,1,
3523,1,2,0,1,2,3,3,3,1,2,2,3,
3524,0,0,0,2,2,1,3,0,4,1,2,1,
3525,0,3,0,2,2,1,1,3,2,2,2,2,
3526,0,3,2,0,1,1,0,2,3,2,2,1,
3527,0,3,2,1,1,1,1,2,1,4,2,1,
3528,1,2,3,3,3,3,2,0,1,1,2,4,
3529,0,0,2,3,2,1,1,2,2,2,3,1,
3530,0,3,0,0,1,0,2,3,4,1,1,2,
3531,3,1,1,0,1,3,0,2,2,3,1,2,
3532,3,2,1,2,0,0,2,3,2,1,3,2,
3533,1,3,2,0,3,1,0,1,2,3,1,2,
3534,3,3,1,0,0,2,3,2,2,1,2,3,
3535,0,3,1,2,3,2,3,0,2,1,2,3,
3536,0,1,3,3,2,3,2,0,2,1,2,3,
3537,0,2,2,1,2,0,3,2,2,1,4,1,
3538,1,1,2,0,3,0,3,2,2,2,2,2,
3539,1,2,3,2,0,0,0,1,3,2,2,1,
3540,2,3,3,1,3,0,1,2,1,2,2,3,
3541,2,1,1,3,3,2,0,0,2,2,2,2,
3542,1,3,2,0,3,1,3,1,1,3,1,3,
3543,1,1,0,2,0,3,1,0,3,3,1,1,
3544,2,0,3,2,3,2,2,1,1,1,4,2,
3545,2,3,2,0,1,1,0,3,2,2,2,2,
3546,2,0,3,0,1,1,1,2,2,3,2,1,
3547,0,1,2,2,3,2,3,0,2,1,3,2,
3548,0,1,1,3,2,0,3,2,2,2,2,2,
3549,0,1,2,2,1,3,0,3,2,2,2,2,
3550,3,3,0,3,0,2,3,1,2,1,1,4,
3551,0,0,1,3,1,3,2,1,2,3,1,2,
3552,2,2,3,3,1,3,0,2,1,1,3,3,
3553,2,3,0,3,0,2,3,1,2,1,2,3,
3554,3,1,1,2,0,0,2,1,2,3,2,1,
3555,3,0,1,3,1,1,2,0,2,3,1,2,
3556,0,3,1,0,3,1,3,2,2,2,1,3,
3557,0,0,0,3,1,3,2,2,3,1,2,2,
3558,2,1,2,1,1,2,3,3,0,3,3,2,
3559,0,2,1,1,3,0,0,2,3,2,2,1,
3560,0,0,1,3,3,2,0,1,3,2,1,2,
3561,3,3,3,1,2,1,0,3,1,2,1,4,
3562,3,2,2,2,2,1,0,3,1,1,4,2,
3563,2,0,0,2,1,3,2,3,2,1,3,2,
3564,1,0,2,3,3,1,0,1,2,3,1,2,
3565,0,2,3,0,3,3,1,1,2,2,1,3,
3566,0,2,1,3,3,3,3,2,1,1,2,4,
3567,3,3,1,2,2,0,0,0,3,1,2,2,
3568,2,1,0,2,1,2,3,0,2,2,3,1,
3569,1,1,1,3,0,3,2,1,1,4,1,2,
3570,2,2,3,3,1,0,2,0,2,1,3,2,
3571,0,1,3,1,3,2,2,0,2,2,2,2,
3572,0,1,0,1,3,2,2,0,3,2,2,1,
3573,3,1,0,3,0,0,1,1,3,3,0,2,
3574,3,1,0,2,0,0,3,0,4,1,1,2,
3575,0,1,1,0,3,2,3,1,2,3,1,2,
3576,0,1,0,0,2,3,1,3,3,2,1,2,
3577,1,2,2,3,0,1,0,1,2,3,2,1,
3578,1,1,2,0,0,2,0,2,3,2,3,0,
3579,2,0,2,0,1,2,3,1,2,2,3,1,
3580,3,2,0,3,2,1,1,1,1,3,2,2,
3581,1,3,0,1,2,0,2,3,2,2,2,2,
3582,1,3,0,0,3,2,1,2,2,2,2,2,
3583,0,3,1,2,1,0,0,1,3,3,1,1,
3584,2,0,1,0,0,1,3,3,3,2,1,2,
3585,1,2,1,3,3,0,0,2,2,2,2,2,
3586,3,0,3,0,2,3,0,2,3,0,2,3,
3587,3,3,2,2,0,2,1,0,2,1,3,2,
3588,2,2,3,0,1,0,0,3,3,1,2,2,
3589,0,2,0,3,2,1,3,1,2,2,2,2,
3590,0,1,1,0,1,2,3,2,2,3,2,1,
3591,1,2,0,3,0,3,1,2,2,2,2,2,
3592,0,1,2,1,3,0,1,2,2,3,2,1,
3593,1,2,0,3,2,1,3,1,1,3,2,2,
3594,1,0,2,1,2,1,1,0,2,4,2,0,
3595,1,0,0,3,0,1,3,0,4,2,0,2,
3596,3,2,2,1,0,0,1,2,2,2,3,1,
3597,3,3,1,0,2,0,2,2,2,1,3,2,
3598,0,0,3,1,3,2,2,3,2,1,2,3,
3599,1,3,3,0,3,2,0,1,2,2,1,3,
3600,0,1,2,3,3,3,0,0,3,1,1,3,
3601,0,0,2,1,2,1,1,2,2,3,3,0,
3602,2,3,2,1,0,0,1,2,2,2,3,1,
3603,2,1,3,3,1,0,1,2,1,3,2,2,
3604,0,2,1,3,2,1,3,0,2,2,2,2,
3605,1,2,0,1,3,3,3,2,1,2,2,3,
3606,0,1,2,3,1,2,1,1,1,4,2,1,
3607,0,1,0,3,3,0,2,2,3,1,2,2,
3608,0,1,2,2,1,3,1,0,2,3,2,1,
3609,2,2,0,0,3,1,3,2,2,1,3,2,
3610,0,3,0,2,3,0,1,0,4,1,1,2,
3611,2,3,3,3,3,1,2,0,1,1,2,4,
3612,1,2,2,3,3,1,3,2,0,2,3,3,
3613,2,0,0,2,3,2,3,1,2,1,3,2,
3614,0,2,0,3,1,0,2,2,3,1,3,1,
3615,3,0,3,1,2,3,1,0,2,2,1,3,
3616,0,1,3,3,3,0,2,1,2,2,1,3,
3617,2,3,3,2,3,0,2,1,1,1,3,3,
3618,1,1,0,3,2,3,1,0,2,3,1,2,
3619,2,3,0,1,3,1,1,3,1,3,1,3,
3620,0,1,3,1,2,3,0,2,2,2,2,2,
3621,3,2,1,3,2,3,0,1,1,2,2,3,
3622,3,2,1,1,1,0,2,3,1,3,2,2,
3623,0,0,3,1,1,3,2,2,2,2,2,2,
3624,0,3,3,3,3,2,0,1,2,1,1,4,
3625,3,0,1,0,2,1,2,3,2,2,2,2,
3626,0,2,2,1,2,3,1,3,1,2,3,2,
3627,3,1,3,0,1,2,2,1,1,3,2,2,
3628,0,3,3,2,3,1,2,3,1,1,2,4,
3629,2,1,2,3,0,3,3,1,1,2,2,3,
3630,2,3,3,0,1,2,0,2,2,1,3,2,
3631,3,1,2,3,1,0,0,2,2,2,2,2,
3632,2,0,2,1,3,1,0,0,3,2,2,1,
3633,1,3,0,3,3,1,1,2,1,3,1,3,
3634,2,2,3,1,3,0,2,2,1,1,4,2,
3635,2,3,1,0,0,0,2,3,3,1,2,2,
3636,1,3,0,3,3,1,3,2,1,2,1,4,
3637,1,2,2,1,0,1,0,2,2,3,3,0,
3638,3,1,2,1,0,0,1,2,2,3,2,1,
3639,0,1,2,2,1,0,3,1,2,3,2,1,
3640,1,0,3,0,0,1,0,2,4,2,1,1,
3641,0,2,1,0,3,0,2,1,3,2,2,1,
3642,0,2,1,0,2,0,3,3,3,1,2,2,
3643,1,3,3,2,3,0,2,0,2,1,2,3,
3644,0,3,3,2,1,2,1,0,2,2,2,2,
3645,0,1,3,3,1,2,0,1,2,3,1,2,
3646,3,2,0,2,1,3,3,0,2,1,2,3,
3647,1,1,3,2,2,0,2,1,1,3,3,1,
3648,0,1,2,3,1,2,3,0,2,2,2,2,
3649,3,1,0,1,0,2,1,0,3,3,1,1,
3650,2,3,0,1,1,2,3,3,1,2,2,3,
3651,1,0,3,3,0,2,1,2,2,2,2,2,
3652,1,3,0,0,2,2,3,1,2,2,2,2,
3653,1,2,0,0,0,1,3,2,3,2,2,1,
3654,2,2,1,3,1,3,0,2,1,2,3,2,
3655,3,1,2,2,0,2,0,3,2,1,3,2,
3656,0,0,3,2,3,1,0,3,3,1,1,3,
3657,2,2,1,1,1,3,2,0,1,3,3,1,
3658,3,3,2,2,2,0,1,0,2,1,3,2,
3659,0,3,2,1,3,1,1,3,1,3,1,3,
3660,2,1,0,1,3,2,2,3,1,2,3,2,
3661,1,0,3,0,2,2,0,3,3,1,2,2,
3662,1,0,2,2,0,3,0,1,3,2,2,1,
3663,3,0,2,2,0,3,0,1,3,1,2,2,
3664,1,0,0,3,3,3,2,0,3,1,1,3,
3665,1,2,1,0,3,1,2,3,1,3,2,2,
3666,3,2,0,1,2,1,2,2,1,2,4,1,
3667,2,1,0,2,1,0,3,0,3,2,2,1,
3668,3,1,0,2,1,2,3,3,1,2,2,3,
3669,1,1,0,1,3,2,2,0,2,3,2,1,
3670,2,3,3,2,1,2,1,3,0,2,3,3,
3671,2,3,2,2,0,2,3,1,1,1,4,2,
3672,2,1,0,2,0,2,1,3,2,2,3,1,
3673,1,2,2,3,3,0,1,2,1,2,3,2,
3674,2,0,0,2,3,2,1,0,3,1,3,1,
3675,1,3,0,3,0,0,3,2,3,1,1,3,
3676,2,1,3,0,1,0,0,1,3,3,1,1,
3677,2,1,0,0,1,2,2,3,2,2,3,1,
3678,3,1,0,2,2,2,3,0,2,1,3,2,
3679,0,3,2,1,1,2,0,0,3,2,2,1,
3680,1,2,2,3,3,3,0,1,1,2,2,3,
3681,0,1,2,1,3,2,0,0,3,2,2,1,
3682,2,1,1,2,3,2,0,0,2,2,3,1,
3683,2,0,2,0,3,3,0,1,3,1,2,2,
3684,2,3,1,2,1,1,0,0,2,3,2,1,
3685,0,3,3,2,1,2,0,3,2,1,2,3,
3686,2,0,3,3,1,3,0,1,2,2,1,3,
3687,1,2,0,3,2,1,1,2,1,3,3,1,
3688,3,0,0,3,2,3,2,0,3,0,2,3,
3689,3,2,3,1,0,0,2,2,2,1,3,2,
3690,2,1,1,0,1,2,0,2,2,3,3,0,
3691,1,1,2,3,0,2,1,0,2,3,2,1,
3692,0,2,1,2,2,0,2,3,2,1,4,1,
3693,3,0,1,0,2,2,0,3,3,1,2,2,
3694,0,2,2,0,2,1,3,1,2,2,3,1,
3695,1,1,1,2,0,2,3,3,1,3,2,2,
3696,2,3,0,2,3,0,2,0,3,0,3,2,
3697,1,2,3,1,3,0,0,2,2,2,2,2,
3698,1,2,2,0,2,1,3,1,1,3,3,1,
3699,2,1,1,3,3,3,2,2,0,2,3,3,
3700,3,2,0,1,0,3,3,2,2,1,2,3,
3701,0,2,3,1,1,3,0,3,2,2,1,3,
3702,2,2,3,2,0,3,0,1,2,1,3,2,
3703,1,0,1,1,0,1,3,2,2,4,1,1,
3704,1,3,0,3,3,1,2,2,1,2,2,3,
3705,1,3,0,0,0,2,1,2,3,2,2,1,
3706,0,1,3,1,3,0,1,3,2,3,0,3,
3707,2,3,3,1,0,2,0,3,2,1,2,3,
3708,3,3,1,2,2,0,2,3,1,1,3,3,
3709,0,0,2,2,3,1,1,0,3,2,2,1,
3710,3,1,0,3,1,3,2,2,1,2,2,3,
3711,2,2,1,1,1,3,0,3,1,3,2,2,
3712,1,3,3,2,3,0,1,3,1,2,1,4,
3713,0,0,3,0,2,1,2,3,3,1,2,2,
3714,0,1,2,3,2,0,1,1,2,3,2,1,
3715,0,2,1,0,1,0,3,3,3,2,1,2,
3716,3,0,3,1,1,2,2,2,1,2,3,2,
3717,3,1,3,2,0,2,1,0,2,2,2,2,
3718,0,3,0,2,3,2,1,1,2,2,2,2,
3719,2,0,0,3,3,3,1,2,2,1,2,3,
3720,2,0,2,0,3,3,1,1,2,2,2,2,
3721,2,0,1,3,3,2,0,2,2,1,3,2,
3722,1,3,1,0,0,2,3,1,2,3,1,2,
3723,0,2,1,3,1,0,0,0,4,2,1,1,
3724,2,1,2,3,1,2,3,0,1,2,3,2,
3725,1,2,0,3,2,0,2,1,2,2,3,1,
3726,2,1,3,2,1,2,1,3,0,3,3,2,
3727,2,1,0,3,0,2,3,1,2,2,2,2,
3728,3,0,1,1,1,3,0,3,2,3,0,3,
3729,1,1,3,2,3,2,2,3,0,2,3,3,
3730,1,3,2,1,3,2,3,0,1,2,2,3,
3731,1,2,2,1,0,1,3,3,1,3,2,2,
3732,2,0,1,0,3,2,0,3,3,1,2,2,
3733,2,1,0,3,3,3,2,1,1,2,2,3,
3734,2,0,0,1,3,1,2,2,2,2,3,1,
3735,2,0,0,2,0,3,1,1,3,2,2,1,
3736,1,3,0,1,3,2,1,0,2,3,1,2,
3737,3,1,2,1,0,3,1,0,2,3,1,2,
3738,1,3,3,0,0,2,1,1,2,3,1,2,
3739,1,3,2,2,0,1,3,1,1,3,2,2,
3740,0,0,2,0,3,1,3,2,3,1,2,2,
3741,0,2,1,0,3,1,0,2,3,2,2,1,
3742,1,0,3,1,2,1,1,0,2,4,1,1,
3743,1,1,2,2,3,2,0,3,1,2,3,2,
3744,3,2,0,2,1,0,2,3,2,1,3,2,
3745,3,0,2,1,0,3,3,2,2,1,2,3,
3746,3,0,1,2,1,3,0,3,2,2,1,3,
3747,0,3,2,1,2,2,0,0,3,1,3,1,
3748,0,0,3,3,3,1,0,2,3,1,1,3,
3749,0,0,3,3,1,2,0,2,3,1,2,2,
3750,2,2,1,1,3,1,0,2,1,3,3,1,
3751,3,1,3,2,1,0,2,0,2,2,2,2,
3752,0,1,3,2,3,2,1,0,2,2,2,2,
3753,0,3,2,2,3,2,3,1,1,1,3,3,
3754,0,2,1,1,2,3,3,0,2,2,2,2,
3755,0,1,0,2,1,3,3,3,2,2,1,3,
3756,1,0,0,3,0,3,2,0,4,1,1,2,
3757,0,2,2,3,2,3,1,2,1,1,4,2,
3758,2,3,1,3,3,1,3,2,0,2,2,4,
3759,1,0,2,1,3,2,1,2,1,3,3,1,
3760,2,3,1,2,0,1,3,3,1,2,2,3,
3761,2,0,3,3,0,3,0,1,3,1,1,3,
3762,1,1,2,1,2,3,0,0,2,3,2,1,
3763,2,1,0,2,1,2,2,3,1,2,4,1,
3764,0,3,2,3,1,1,1,2,1,3,2,2,
3765,3,2,3,3,2,0,0,1,2,1,2,3,
3766,1,1,2,0,3,2,0,3,2,2,2,2,
3767,2,1,1,0,3,2,3,1,1,3,2,2,
3768,3,3,3,0,1,2,0,2,2,1,2,3,
3769,0,3,0,2,1,1,2,0,3,2,2,1,
3770,3,0,0,1,0,2,1,3,3,2,1,2,
3771,0,1,3,1,1,3,1,0,2,4,0,2,
3772,1,3,0,0,3,2,1,3,2,2,1,3,
3773,0,3,0,1,1,2,2,0,3,2,2,1,
3774,2,1,3,0,1,0,1,1,2,4,1,1,
3775,3,3,0,2,2,0,3,3,2,0,2,4,
3776,3,0,1,3,1,3,0,0,3,2,0,3,
3777,1,2,1,0,0,1,2,2,2,3,3,0,
3778,3,2,3,2,0,1,2,0,2,1,3,2,
3779,0,2,1,2,2,1,0,0,3,2,3,0,
3780,1,2,2,3,0,1,3,2,1,2,3,2,
3781,1,0,1,3,3,3,0,0,3,2,0,3,
3782,2,0,1,3,1,2,2,1,1,3,3,1,
3783,0,2,3,2,3,0,0,1,3,1,2,2,
3784,3,2,0,2,0,3,2,0,3,0,3,2,
3785,0,2,3,0,2,3,2,1,2,1,3,2,
3786,3,0,2,3,2,2,0,0,3,0,3,2,
3787,2,3,1,0,1,1,0,1,2,4,1,1,
3788,1,0,1,3,3,2,2,2,1,2,3,2,
3789,2,0,1,0,3,1,0,3,3,2,1,2,
3790,3,0,0,0,0,1,3,2,4,1,1,2,
3791,0,2,3,3,2,1,2,1,1,2,3,2,
3792,2,2,1,1,0,3,2,0,2,2,3,1,
3793,3,2,3,2,0,3,1,0,2,1,2,3,
3794,1,1,3,2,0,3,2,0,2,2,2,2,
3795,2,1,0,3,3,0,2,0,3,1,2,2,
3796,1,1,0,2,3,2,3,1,1,3,2,2,
3797,0,3,1,2,3,1,2,1,1,3,2,2,
3798,1,1,0,0,3,2,2,1,2,3,2,1,
3799,3,0,0,2,1,2,3,0,3,1,2,2,
3800,2,3,3,1,3,2,0,2,1,1,3,3,
3801,0,2,0,1,2,3,3,2,2,1,3,2,
3802,2,0,0,3,1,3,1,1,2,3,1,2,
3803,0,1,3,3,1,3,0,2,2,2,1,3,
3804,1,3,0,2,3,1,2,3,1,2,2,3,
3805,0,3,3,1,2,0,2,0,3,1,2,2,
3806,0,2,2,3,1,0,1,1,2,3,2,1,
3807,3,3,0,3,0,1,3,2,2,1,1,4,
3808,0,3,0,2,3,0,1,1,3,2,1,2,
3809,0,2,0,3,3,0,1,2,3,1,2,2,
3810,0,1,1,3,3,3,2,2,1,2,2,3,
3811,0,1,3,1,3,2,0,0,3,2,1,2,
3812,1,3,2,2,0,0,0,1,3,2,2,1,
3813,0,3,3,0,1,0,2,2,3,1,2,2,
3814,2,3,0,1,1,1,3,2,1,3,2,2,
3815,0,1,2,0,1,3,3,2,2,2,2,2,
3816,3,2,1,1,1,3,0,3,1,3,1,3,
3817,0,3,2,1,3,2,1,0,2,2,2,2,
3818,3,0,1,1,0,1,0,3,3,3,0,2,
3819,1,1,2,3,0,3,0,0,3,2,1,2,
3820,1,3,0,0,2,0,3,2,3,1,2,2,
3821,2,1,3,3,3,3,2,1,0,2,2,4,
3822,0,0,3,1,1,3,1,3,2,3,0,3,
3823,1,0,3,1,0,2,2,3,2,2,2,2,
3824,1,2,1,2,2,0,3,3,1,2,3,2,
3825,1,3,2,2,0,1,1,0,2,3,2,1,
3826,0,3,3,1,2,1,0,0,3,2,1,2,
3827,2,2,3,2,0,3,2,1,1,1,4,2,
3828,0,2,1,1,1,0,2,0,3,3,2,0,
3829,1,3,2,1,0,2,1,3,1,3,2,2,
3830,2,0,1,0,0,3,0,2,4,1,2,1,
3831,2,1,0,3,1,3,1,0,2,3,1,2,
3832,3,1,2,1,2,0,0,3,2,2,2,2,
3833,2,0,2,1,1,2,3,2,1,2,4,1,
3834,2,3,1,1,0,2,0,3,2,2,2,2,
3835,0,3,0,2,1,0,3,0,4,1,1,2,
3836,1,3,0,0,0,0,3,1,4,2,0,2,
3837,1,0,1,2,2,1,0,3,2,3,2,1,
3838,2,0,2,3,3,2,1,0,2,1,3,2,
3839,2,0,3,2,1,3,1,3,1,2,2,3,
3840,1,0,3,1,0,2,2,2,2,2,3,1,
3841,1,3,1,0,0,1,2,3,2,3,1,2,
3842,3,2,1,0,0,0,3,2,3,1,2,2,
3843,2,1,2,2,0,2,3,1,1,2,4,1,
3844,2,0,1,1,3,3,0,2,2,2,2,2,
3845,2,3,1,0,0,0,2,1,3,2,2,1,
3846,1,3,2,1,2,2,3,3,0,2,3,3,
3847,1,2,3,0,2,0,0,3,3,1,2,2,
3848,3,2,0,1,1,0,1,3,2,3,1,2,
3849,3,0,1,0,2,1,3,2,2,2,2,2,
3850,3,0,1,3,1,1,0,2,2,3,1,2,
3851,3,0,0,2,0,2,3,1,3,1,2,2,
3852,0,3,2,3,1,1,3,2,1,2,2,3,
3853,3,3,1,0,0,2,0,1,3,2,1,2,
3854,2,0,0,2,0,3,2,1,3,1,3,1,
3855,2,0,1,0,3,3,0,1,3,2,1,2,
3856,2,1,0,2,1,2,1,0,2,3,3,0,
3857,1,0,0,1,3,1,3,2,2,3,1,2,
3858,0,3,2,0,3,1,0,2,3,1,2,2,
3859,2,1,0,0,0,3,2,1,3,2,2,1,
3860,1,2,3,0,2,3,0,3,2,1,2,3,
3861,1,2,0,2,0,0,2,1,3,2,3,0,
3862,2,3,2,2,3,2,1,0,1,1,4,2,
3863,3,3,0,1,1,0,1,3,2,3,0,3,
3864,0,2,3,3,1,3,2,1,1,2,2,3,
3865,1,0,2,2,0,3,3,1,2,2,2,2,
3866,3,0,3,2,1,1,0,3,2,2,1,3,
3867,0,1,1,3,1,3,2,2,1,3,2,2,
3868,3,1,2,0,0,0,3,2,3,1,2,2,
3869,2,1,0,3,1,2,1,0,2,3,2,1,
3870,0,3,3,0,2,0,1,1,3,2,1,2,
3871,3,1,1,0,0,0,3,1,3,3,0,2,
3872,3,0,3,2,2,1,1,0,2,2,2,2,
3873,1,2,0,0,0,0,2,3,4,1,2,1,
3874,3,2,1,3,1,1,3,0,1,3,1,3,
3875,1,0,2,3,3,2,1,0,2,2,2,2,
3876,2,0,1,0,3,2,2,3,2,1,3,2,
3877,3,2,3,2,2,1,0,0,2,1,3,2,
